plot,tag,jday,year,spp,dend.num,ref.dend,ref.dbh,prev.dend,dend,dbh,hole,status,Need New Band?,notes,ref.notes
B1,165,102,2023,ro,2,33.21,45.5,56.37,59.78,,Inner,Alive,No,,
B1,802,102,2023,rm,1,14.93,10.1,17.52,17.58,,Inner,Alive,No,,
B1,815,102,2023,hem,1,10.77,11.8,41.19,47.34,,Inner,Alive,No,,
B1,816,102,2023,hem,1,14.60,10.9,39.84,41.6,,Inner,Alive,No,,
B1,895,102,2023,yb,1,30.96,11.0,50.31,51.43,,Outer,Alive,No,"inner hole: 39.95, 41.01",
B1,895,102,2023,yb,1,,,39.95,41.01,,Inner,Alive,No,,
B1,915,102,2023,hem,1,14.07,10.1,22.72,27.79,,Inner,Alive,No,,
B2,179,102,2023,ro,3,66.97,68.9,,,,Inner,Alive,No,,needs new band 70.5 cm DBH
B2,179,110,2023,ro,4,,,13.5,16.37,70.5,Inner,Alive,No,new band added,
B2,182,102,2023,yb,2,14.17,32.8,23.16,23.4,,Inner,Alive,No,,
B2,187,102,2023,rm,2,59.66,32.9,85.92,87.26,,Inner,Alive,No,missing tag,
B2,189,102,2023,cherry,1,31.15,35.9,37.09,37.25,,Inner,Alive,No,,
B2,192,102,2023,bb,2,13.47,14.4,29.15,29.61,,Inner,Alive,No,,
B2,193,102,2023,yb,3,26.78,18.1,42.65,43.19,,Inner,Alive,No,,
B2,194,102,2023,rm,2,15.53,23.8,43.13,44.57,,Inner,Alive,No,,
B2,894,102,2023,rm,1,17.25,10.7,24.61,24.5,,Inner,Alive,No,,
B2,923,102,2023,hem,1,11.90,10.2,23.2,29.7,,Inner,Alive,No,,
B3,201,102,2023,ro,5,15.04,43.8,36.82,43.37,,Inner,Alive,No,,
B3,203,102,2023,ash,1,28.54,16.0,27.44,,,No Measurement,Dead,No,dead,dead
B3,209,102,2023,ro,2,87.38,23.8,105.81,107.01,,Inner,Alive,No,,needs new band 24.5 cm DBH
B3,209,110,2023,ro,3,,,22.04,21.89,24.5,Inner,Alive,No,new band added,
B3,210,102,2023,ro,3,62.05,38.0,,NA,,No Measurement,Alive,No,too big,needs new band 40.6 cm DBH
B3,210,110,2023,ro,4,,,14.72,16.86,40.6,Inner,Alive,No,new band added,
B3,212,102,2023,rm,2,10.09,13.5,12.18,12.21,,Inner,Alive,No,,
B3,213,102,2023,rm,1,36.04,14.6,40.04,40.24,,Inner,Alive,No,,
B3,214,102,2023,yb,1,34.83,16.0,37.23,38.01,,Inner,Alive,No,,
B3,215,102,2023,rm,2,32.49,19.6,41.41,42.31,,Inner,Alive,No,,
B3,221,102,2023,rm,1,18.44,24.1,18.44,18.41,,Inner,Alive,No,,
B3,223,102,2023,ro,4,20.67,50.2,76.15,82.95,,Inner,Alive,No,,
B3,226,102,2023,ro,1,88.61,24.7,101.78,103.07,,Inner,Alive,No,,needs new band 25.5 cm DBH
B3,226,110,2023,ro,2,,,20.1,19.88,25.5,Inner,Alive,No,new band added,
B3,228,102,2023,bo,5,24.46,55.3,74.26,83.36,,Inner,Alive,No,,
B3,231,102,2023,ro,1,78.06,23.8,94.1,94.86,,Inner,Alive,No,,
B3,232,102,2023,ro,2,72.39,39.0,118.43,122.91,,Inner,Alive,No,,needs new band 40.5 cm DBH
B3,232,110,2023,ro,3,,,15.37,17.62,40.5,Inner,Alive,No,new band added,
B3,814,102,2023,hem,1,13.92,10.2,44.38,46.26,,Inner,Dead,No,dead - tip up,
B4,253,102,2023,rm,2,17.18,13.4,28.95,30.19,,Inner,Alive,No,,
B4,255,102,2023,rm,2,20.49,21.8,37.36,38.59,,Inner,Alive,No,,
B4,256,102,2023,rm,2,43.07,15.5,45.17,45.3,,Inner,Alive,No,,
B4,257,102,2023,rm,1,36.59,13.2,38.95,38.89,,Inner,Alive,No,,
B4,260,102,2023,rm,1,15.33,11.4,18.13,17.34,,Inner,Alive,No,,
B4,261,102,2023,rm,1,40.71,16.5,50.39,50.71,,Inner,Alive,No,,
B4,262,102,2023,ro,3,74.92,28.7,NA,136.89,31.1,Inner,Alive,Yes,needs new band,needs new band 30.4 cm DBH
B4,264,102,2023,rm,3,19.22,12.7,35.3,35.49,,Inner,Alive,No,,
B4,271,102,2023,rm,1,49.36,11.7,NA,,,No Measurement,Dead,No,dead - snapped,snapped
B4,271,102,2023,rm,2,NA,NA,12.45,,,No Measurement,Dead,No,dead - snapped,snapped
B4,272,102,2023,rm,2,38.92,25.7,92.31,95.07,,Inner,Alive,No,,
B4,273,102,2023,rm,2,58.31,15.5,94.36,,,Outer,Alive,No,inner 75.18,
B4,273,102,2023,rm,2,,,NA,75.18,,Inner,Alive,No,,
B4,276,102,2023,rm,1,47.59,12.5,60.32,60.88,,Inner,Alive,No,,
B4,277,102,2023,ro,3,33.51,28.0,66.12,69.96,,Outer,Alive,No,,inner hole 41.55 (change Y to N on band)
B4,277,102,2023,ro,3,,,NA,41.55,,Inner,Alive,No,,
B4,278,102,2023,rm,1,26.26,15.3,27.82,27.97,,Inner,Alive,No,,
B4,279,102,2023,rm,1,21.85,13.2,22.83,23.82,,Inner,Alive,No,,
B4,280,102,2023,ro,2,37.28,25.5,52.09,54.13,,Inner,Alive,No,,
B4,706,102,2023,rm,1,12.86,10.0,13.63,13.43,,Inner,Alive,No,,
B4,726,102,2023,ro,3,18.49,41.9,68.41,75.6,,Inner,Alive,No,,
B4,805,102,2023,beech,2,16.18,11.20,17.65,19.07,,Inner,Alive,No,,
B4,924,102,2023,beech,1,13.09,10.0,34.9,41.55,,Inner,Alive,No,,
C1,214,102,2023,bb,3,21.12,13.80,28.89,31.89,,Inner,Alive,No,,
C1,217,102,2023,hem,2,90.06,34.70,116.26,,,Inner,Alive,No,,
C1,217,102,2023,hem,3,15.47,35.90,13.88,14.2,,Inner,Alive,No,,
C1,351,102,2023,hem,6,NA,NA,22.31,22.82,,Inner,Alive,No,,
C1,352,102,2023,ro,2,41.51,47.2,74.35,76.91,,Inner,Alive,No,,
C1,353,102,2023,ro,2,33.75,42.8,68.17,72.29,,Inner,Alive,No,,
C1,354,102,2023,rm,2,48.76,25.1,55.48,55.76,,Inner,Alive,No,,
C1,355,102,2023,yb,2,16.41,14.0,37.01,37.48,,Inner,Alive,No,,
C1,356,102,2023,ro,2,50.68,39.1,85.14,88.82,,Inner,Alive,No,,
C1,360,102,2023,yb,2,37.31,18.7,43.84,44.32,,Inner,Alive,No,,
C1,361,102,2023,ro,4,16.06,64.6,45.09,50.93,,Inner,Alive,No,,
C1,362,102,2023,ro,1,81.01,42.3,96,92.23,,Inner,Dead,No,probably dead,"43.3 cm DBH, band very loose"
C1,363,102,2023,ro,2,39.46,37.1,80.43,84.86,,Inner,Alive,No,,
C1,366,102,2023,ro,1,84.48,36.5,109.28,,,Inner,Alive,No,,needs new band 37.4 cm DBH
C1,366,110,2023,ro,2,,,22.1,23.09,37.4,Inner,Alive,No,new band added,
C1,367,102,2023,ro,2,48.93,49.6,104.91,109.95,,Inner,Alive,No,,2x springs needs new band 50.8 cm DBH
C1,367,110,2023,ro,3,,,12.86,12.47,50.8,Inner,Alive,No,new band added,
C2,291,102,2023,rm,1,52.92,18.8,54.1,53.32,,Inner,Stressed,No,almost dead,
C2,378,102,2023,ro,3,50.93,58.7,86.42,93.96,,Inner,Alive,No,,
C2,379,102,2023,rm,2,15.43,11.4,18.76,18.87,,Inner,Stressed,No,top broken ,
C2,380,102,2023,rm,1,50.27,21.6,60.51,56.66,,Inner,Alive,No,,
C2,382,102,2023,rm,1,38.72,20.6,49.4,49.93,,Inner,Alive,No,,
C2,385,102,2023,rm,1,32.60,15.9,37.3,37.56,,Inner,Alive,No,,
C2,386,102,2023,ro,3,42.63,42.0,76.63,81.11,,Inner,Alive,No,,
C2,388,102,2023,beech,3,48.32,17.1,71,72.74,,Inner,Alive,No,,
C2,390,102,2023,ro,3,16.93,54.8,28.41,33.35,,Inner,Alive,No,,
C2,391,102,2023,ro,2,59.88,49.0,96.18,100.13,50.5,Inner,Alive,Yes,need new band 50.5 dbh,
C2,392,102,2023,ro,3,34.60,60.4,62.5,67.33,,Inner,Alive,No,,
C2,829,102,2023,yb,2,14.53,12.3,15.69,16.41,,Inner,Alive,No,,
C2,830,102,2023,hem,2,24.26,13.7,75.11,79.39,15.9,Inner,Alive,Yes,need new band 15.9 dbh,
C2,979,102,2023,rm,1,8.25,9.9,13.57,13.78,,Inner,Alive,No,,
C3,207,102,2023,hem,3,25.32,15.7,38.52,44.09,,Inner,Alive,No,,
C3,264,102,2023,hem,3,15.27,15.5,28.39,31.7,,Inner,Alive,No,,
C3,402,102,2023,rm,2,23.05,32.8,62.58,64.63,,Inner,Alive,No,,
C3,403,102,2023,rm,1,69.29,27.9,84.25,85.28,,Inner,Alive,No,,
C3,405,102,2023,yb,2,32.05,21.0,56.38,58.39,,Inner,Alive,No,,
C3,406,102,2023,ash,2,20.77,18.9,43.53,43.16,,Inner,Alive,No,,
C3,411,102,2023,rm,2,30.02,28.1,68.84,69.92,,Inner,Alive,No,,
C3,412,102,2023,rm,3,12.63,21.9,26.81,27.19,,Inner,Alive,No,,
C3,413,102,2023,rm,1,76.86,24.3,96.17,96.89,,Inner,Alive,No,,
C3,414,102,2023,yb,2,32.96,15.6,49.16,49.54,,Inner,Alive,No,,
C3,415,102,2023,rm,2,37.95,28.2,75.93,76.33,,Inner,Alive,No,,
C3,416,102,2023,rm,3,38.77,32.9,74.48,77.84,,Inner,Alive,No,,
C3,417,102,2023,rm,1,19.87,17.9,25.56,25.14,,Inner,Alive,No,,
C3,418,102,2023,ash,2,38.17,29.8,60.73,63.76,,Inner,Alive,No,,
C3,419,102,2023,yb,1,43.75,14.9,53.32,55.25,,Inner,Alive,No,,
C3,421,102,2023,ash,3,38.42,42.8,70.44,74.5,,Inner,Alive,No,,
C3,423,102,2023,rm,1,34.82,24.7,41.23,41.85,,Inner,Alive,No,,
C3,425,102,2023,ash,3,19.42,20.9,24.57,26.42,,Inner,Alive,No,,
C3,426,102,2023,ash,1,29.05,20.5,35.28,34.49,,Inner,Alive,No,,
C3,729,102,2023,yb,2,62.83,21.0,98.65,99.99,,Inner,Alive,No,,
C4,456,102,2023,rm,1,45.52,18.4,50.17,50.53,,Inner,Alive,No,,
C4,459,102,2023,ro,2,54.86,41.8,92.51,97.87,,Inner,Alive,No,,
C4,462,102,2023,bo,4,58.63,44.2,121.87,NA,,Inner,Alive,No,too /ig ,needs new band 46.8 cm DBH
C4,462,110,2023,bo,5,,,14.16,16.45,46.8,Inner,Alive,No,new band added,
C4,465,102,2023,rm,1,65.00,17.3,84.17,84.71,,Inner,Alive,No,,
C4,466,102,2023,ro,1,72.57,27.5,85.93,87.28,,Inner,Alive,No,,
C4,469,102,2023,ro,2,36.21,41.0,65.7,69,,Inner,Alive,No,,
C4,474,102,2023,ro,4,12.12,50.6,37.24,44.89,,Inner,Alive,No,,
C4,484,102,2023,beech,2,31.57,13.3,67.85,68.96,,Inner,Stressed,Yes,snapped,needs new band 14.7 cm DBH
C4,485,102,2023,beech,2,45.05,30.4,77.12,77.88,,Inner,Alive,No,,
C4,487,102,2023,rm,1,53.69,23.8,61.66,62.28,,Inner,Alive,No,,
C4,491,102,2023,rm,2,28.88,30.5,46.59,48.67,,Inner,Alive,No,,
C4,494,102,2023,rm,2,64.56,28.7,86.04,87.28,,Inner,Alive,No,,
C4,498,102,2023,rm,1,26.46,20.1,27.75,26.7,,Inner,Stressed,No,broken top,
C4,570,102,2023,beech,2,11.60,11.5,NA,,,Inner,Stressed,No,snapped,
C5,260,102,2023,beech,4,15.43,14.5,20.38,,,Inner,Alive,No,,
C5,290,102,2023,beech,3,80.48,15.6,76.25,80.16,,Inner,Alive,No,,
C5,501,102,2023,bo,3,52.94,37.8,116.84,,,No Measurement,Alive,No,small band: 24.80,small band 25.22
C5,501,110,2023,bo,4,,,24.8,31.26,40.1,Inner,Alive,No,,
C5,503,102,2023,gb,2,17.89,18.4,21.01,21.91,,Inner,Alive,No,,
C5,504,102,2023,ro,2,36.50,17.3,49.8,52.04,,Inner,Alive,No,,
C5,505,102,2023,rm,2,78.35,23.2,106.84,109.96,25,Inner,Alive,Yes,need new band,
C5,509,102,2023,rm,2,17.09,16.8,32.28,32.81,,Inner,Alive,No,,
C5,512,102,2023,rm,2,61.47,15.7,66.62,66.57,,Inner,Alive,No,,
C5,513,102,2023,ro,3,54.25,30.0,85.34,88.72,,Inner,Alive,No,,
C5,514,102,2023,rm,3,9.58,15.9,25.67,26.86,,Inner,Alive,No,,
C5,515,102,2023,ro,2,62.90,25.7,109.21,114.34,,Inner,Alive,No,,needs new band 27.4 cm DBH
C5,515,110,2023,ro,3,,,13.61,14.93,27.4,Inner,Alive,No,new band added,
C5,518,102,2023,yb,2,30.31,12.6,43.77,43.62,,Inner,Dead,No,dead,
C5,519,102,2023,ro,3,60.97,38.4,104.67,110.67,,Inner,Alive,No,,needs new band 39.8 cm DBH
C5,519,110,2023,ro,4,,,14.7,15.92,39.8,Inner,Alive,No,new band added,
C5,724,102,2023,beech,4,12.62,16.9,37.22,40.81,,Inner,Stressed,No,bld,
C5,733,102,2023,rm,2,73.23,14.70,NA,,,No Measurement,Alive,No,,removed band
C5,733,102,2023,rm,3,15.43,14.70,18.35,19.94,,Inner,Alive,No,,
C5,831,102,2023,beech,3,22.24,13.7,40.31,43.31,,Inner,Alive,No,,needs new band 14.7 cm DBH
C5,831,110,2023,beech,4,,,17.62,18.18,14.7,Inner,Alive,No,new band added,
C5,888,102,2023,rm,1,7.48,13.7,7.83,7.84,,Inner,Alive,No,,
C5,800,102,2023,beech,1,12.72,10.0,22.93,27.26,,Inner,Alive,No,,
D1,266,102,2023,wp,4,37.86,47.1,59.75,61.61,,Inner,Stressed,No,bld,
D1,524,102,2023,rm,1,10.47,10.3,18.32,18.67,,Inner,Alive,No,,
D1,526,102,2023,rm,1,61.89,20.5,87.1,88.39,,Inner,Alive,No,,
D1,527,102,2023,rm,2,57.87,13.9,68.77,68.21,,Inner,Alive,No,,needs new band 13.7 cm DBH
D1,527,110,2023,rm,3,,,7.12,6.45,13.7,Inner,Alive,No,,
D1,529,102,2023,rm,2,15.82,25.5,40.48,42.53,,Inner,Alive,No,,
D1,530,102,2023,bo,2,27.20,29.9,50.73,53.52,,Inner,Alive,No,,
D1,531,102,2023,bo,2,57.28,35.3,92.56,96.65,36.7,Inner,Alive,Yes,need new band 36.7 dbh ,
D1,532,102,2023,ro,4,62.19,43.2,123.38,,,No Measurement,Alive,No,unmeasurable,needs new band 45.2 cm DBH
D1,532,110,2023,ro,5,,,12.59,17.89,45.2,Inner,Alive,No,new band added,
D1,537,102,2023,rm,2,31.34,14.7,59.02,61.08,,Inner,Alive,No,,
D1,538,102,2023,ro,3,32.68,54.2,74.68,77.79,,Inner,Alive,No,,
D1,540,102,2023,rm,2,32.92,12.6,38.87,39.18,,Inner,Alive,No,,
D1,541,102,2023,rm,1,35.92,12.5,43.59,,,No Measurement,Dead,No,dead - snapped,
D1,544,102,2023,ro,2,61.88,35.2,106.31,111.12,36.8,Inner,Alive,Yes,need new band 36.8DBH,
D1,545,102,2023,rm,2,70.02,15.90,NA,,,No Measurement,Alive,No,too big to measure - move to just band 3,
D1,545,102,2023,rm,3,14.81,15.90,18.02,19.71,,Inner,Alive,No,,
D1,546,102,2023,ro,3,19.92,52.8,54.48,59.31,,Inner,Alive,No,,
D1,549,102,2023,rm,1,57.18,13.0,68.85,70.34,,Inner,Alive,No,,"need new band, 13.4 cm DBH"
D1,549,110,2023,rm,2,,,15.39,14.33,13.4,Inner,Alive,No,new band added,
D1,551,102,2023,wp,1,71.52,22.2,75.72,75.42,probably dead,Inner,Alive,No,,
D1,552,102,2023,rm,1,50.12,12.9,60.37,60.67,,Inner,Alive,No,,
D1,832,102,2023,hem,4,23.34,16.20,31.94,40.01,,Inner,Alive,No,,
D2,288,102,2023,hem,5,16.98,24.0,55.6,59,,Inner,Alive,No,,
D2,576,102,2023,rm,1,63.23,18.9,67.23,67.6,,Inner,Alive,No,,
D2,579,102,2023,yb,1,52.41,12.1,61.61,62.86,,Inner,Alive,Yes,,need new band 12.2 cm DBH
D2,580,102,2023,rm,2,15.30,30.2,32.66,33.07,,Inner,Alive,No,,
D2,582,102,2023,rm,1,40.21,16.8,44.55,44.54,,Inner,Alive,No,,
D2,583,102,2023,rm,1,59.74,21.9,69.69,70.3,,Inner,Alive,No,,
D2,587,102,2023,ro,6,37.33,50.5,78.24,84.3,,Inner,Alive,No,,
D2,588,102,2023,ro,4,63.32,43.6,108.5,113.3,44.5,Inner,Alive,Yes,need new band 44.5dbh,need new band 45.6 cm DBH
D2,590,102,2023,rm,1,28.66,27.6,29.24,29.34,,Inner,Alive,No,,
D2,592,102,2023,rm,1,38.27,15.1,41.38,41.99,,Inner,Alive,No,,
D2,594,102,2023,cherry,1,65.30,29.1,72.46,73.02,,Inner,Alive,No,,
D3,265,102,2023,beech,5,24.36,16.3,50.82,56.03,,Inner,Alive,No,,
D3,584,102,2023,beech,1,13.57,10.2,32.05,33.47,,Inner,Alive,No,,
D3,604,102,2023,rm,2,13.93,28.2,43.41,54.34,,Inner,Alive,No,,
D3,605,102,2023,rm,2,7.44,34.4,24.58,23.49,,Inner,Alive,No,,
D3,606,102,2023,rm,4,25.81,59.1,58.09,63.7,,Inner,Alive,No,,
D3,608,102,2023,rm,2,31.73,35.2,53.5,55.32,,Inner,Alive,No,new: 22.42,
D3,608,102,2023,rm,3,,,,22.42,,Inner,Alive,No,,
D3,609,102,2023,rm,2,32.44,33.9,69.85,73.81,,Inner,Alive,No,,
D3,611,102,2023,rm,2,61.10,21.9,79.95,80.87,,Inner,Alive,No,,
D3,612,102,2023,rm,1,49.29,22.3,51.05,51.04,,Inner,Alive,No,,
D3,613,102,2023,ro,6,13.69,75.9,101.99,115.23,,Inner,Alive,No,,
D3,615,102,2023,ro,3,53.96,24.1,90.13,94.24,,Inner,Alive,No,,
D3,618,102,2023,rm,2,26.04,29.9,42.9,44.97,,Inner,Alive,No,,
D3,619,102,2023,rm,1,57.75,14.5,67.65,68.63,,Inner,Alive,No,,
D4,262,102,2023,rm,4,30.13,16.0,68.04,71.67,,Inner,Alive,No,,
D4,626,102,2023,rm,2,16.01,27.14,44.94,44.96,,Inner,Alive,No,,
D4,627,102,2023,cherry,1,71.55,38.4,89.69,90.46,,Inner,Alive,No,,
D4,628,102,2023,cherry,1,43.92,26.7,50.2,50.2,,Inner,Alive,No,,
D4,631,102,2023,ash,3,16.85,41.70,26.75,27.79,,Inner,Alive,No,,
D4,633,102,2023,rm,7,33.48,27.3,100.29,110.2,,Outer,Alive,No,inner 39.12,
D4,637,102,2023,ash,2,15.42,42.4,23.9,24.76,,Inner,Alive,No,,
D4,638,102,2023,ash,3,17.97,41.3,31.8,32.49,,Inner,Alive,No,,
D4,639,102,2023,bo,5,25.38,34.7,82,92.56,,Inner,Alive,No,,
D4,640,102,2023,rm,3,38.88,30.7,104.7,113.22,,Inner,Alive,No,,need new band 33.0 cm DBH
D4,640,110,2023,rm,4,,,13.79,17.9,33,Inner,Alive,No,new band added,
D4,643,102,2023,cherry,2,15.91,45.1,35.2,36.8,,Inner,Alive,No,,
D4,708,102,2023,rm,1,7.68,10.0,41.73,46.69,,Inner,Alive,No,,
D4,732,102,2023,rm,3,36.09,16.2,60.25,62.16,,Inner,Alive,No,,
D4,803,102,2023,rm,1,9.15,10.2,9.06,5.56,,Inner,Dead,No,dead,
D4,804,102,2023,rm,1,32.17,10.8,64.94,67.85,,Inner,Alive,No,,need new band 12 cm DBH
D4,804,110,2023,rm,2,,,15.62,16.73,12,Inner,Alive,No,new band added,
D4,834,102,2023,beech,4,15.83,16.7,46.56,54.06,,Inner,Alive,No,,
D5,208,102,2023,beech,3,14.24,14.4,55.58,59.36,,Inner,Alive,No,,
D5,261,102,2023,hem,2,28.08,13.5,33.22,33.74,,Inner,Alive,No,,
D5,652,102,2023,rm,1,87.34,32.8,93.52,92.95,,Inner,Alive,No,,
D5,654,102,2023,ro,2,21.44,17.3,50.82,51.76,,Inner,Alive,No,,
D5,658,102,2023,rm,2,30.80,30.4,62.21,63.16,,Inner,Alive,No,,
D5,664,102,2023,bo,1,39.81,13.5,46.82,47.28,,Inner,Alive,No,,
D5,665,102,2023,rm,1,30.11,18.8,33.11,32.89,,Inner,Alive,No,,
D5,667,102,2023,rm,2,26.97,18.2,44.22,46.66,,Inner,Alive,No,,
D5,669,102,2023,rm,1,53.65,12.1,64.69,64.34,,Inner,Dead,No,dead - snapped,need new band 12.8 cm DBH
D5,670,102,2023,wb,1,77.49,35.9,94.98,96.52,,Inner,Alive,No,,
D5,671,102,2023,rm,1,45.60,23.3,51.37,51.64,,Inner,Alive,No,,
D5,707,102,2023,hem,1,16.32,10.4,71.12,80.86,13.5,Inner,Alive,Yes,need new band ,
D5,835,102,2023,hem,3,20.13,14.0,NA,,,Inner,Alive,No,too big,too big 16.8 cm DBH
D5,835,110,2023,hem,4,,,14.91,20.69,16.8,Inner,Alive,No,new band added,
D5,890,102,2023,hem,2,14.41,12.9,22.02,24.93,,Inner,Alive,No,,
E1,209,103,2023,hem,2,69.19,14.20,NA,,,Inner,Alive,No,,
E1,209,103,2023,hem,3,13.32,14.20,16.88,17.13,,Inner,Alive,No,,
E1,676,103,2023,ro,2,9.91,50.7,32.72,36.7,,Inner,Alive,No,,
E1,677,103,2023,hem,3,53.24,30.8,79.79,82.08,,Inner,Alive,No,,
E1,678,103,2023,hem,2,8.91,17.8,35,38.43,,Inner,Alive,No,,
E1,679,103,2023,rm,2,43.09,47.3,76.05,77.03,,Inner,Alive,No,,
E1,680,103,2023,yb,1,37.94,17.6,40.61,40.84,,Inner,Alive,No,,
E1,683,103,2023,rm,2,74.48,39.3,105.25,106.32,,Inner,Alive,No,,needs new band
