plot,tag,jday,year,spp,dend.num,ref.dend,ref.dbh,prev.dend,dend,dbh,notes,ref.notes
B1,154,321,2022,rm,2,31.42,29.0,44.10,49.41,,,duplicate B1-154
B1,155,321,2022,ro,4,19.07,55.4,21.00,31.34,,,dupliacte B1-155
B1,156,321,2022,rm,5,17.96,39.0,78.40,79.29,42.80,needs new band 42.8 cm DBH,NA
B1,159,321,2022,rm,2,12.72,30.7,33.66,39.09,,,NA
B1,160,321,2022,rm,1,53.59,36.4,67.70,70.05,,,NA
B1,161,321,2022,rm,2,23.26,19.9,26.57,27.45,,,NA
B1,162,321,2022,rm,2,17.74,34.0,35.21,39.88,,,NA
B1,164,321,2022,wp,2,12.10,20.5,22.21,23.83,,,NA
B1,165,321,2022,ro,2,33.21,45.5,52.60,57.04,,,NA
B1,802,321,2022,rm,1,14.93,10.1,16.98,16.95,,,NA
B1,815,321,2022,hem,1,10.77,11.8,37.35,42.31,,,NA
B1,816,321,2022,hem,1,14.60,10.9,36.87,40.41,,,NA
B1,895,321,2022,yb,1,30.96,11.0,48.09,50.21,,,NA
B1,915,321,2022,hem,1,14.07,10.1,18.31,22.68,,,NA
B2,179,321,2022,ro,3,66.97,68.9,120.07,133.80,70.50,needs new band 70.5 cm DBH,NA
B2,182,321,2022,yb,2,14.17,32.8,21.08,23.10,,,NA
B2,187,321,2022,rm,2,59.66,32.9,80.95,86.25,,,NA
B2,189,321,2022,cherry,1,31.15,35.9,36.43,37.55,,,NA
B2,192,321,2022,bb,2,13.47,14.4,24.34,28.52,,,NA
B2,193,321,2022,yb,3,26.78,18.1,41.25,43.01,,,NA
B2,194,321,2022,rm,2,15.53,23.8,34.55,42.93,,,NA
B2,894,321,2022,rm,1,17.25,10.7,23.88,missed this one?,,,NA
B2,923,321,2022,hem,1,11.90,10.2,16.14,22.90,,,NA
B3,201,321,2022,ro,5,15.04,43.8,23.79,37.23,,,NA
B3,203,321,2022,ash,1,28.54,16.0,27.47,NA,,dead,"still alive bark peeling, moldy but has leaves"
B3,209,321,2022,ro,2,87.38,23.8,102.27,105.30,24.50,needs new band 24.5 cm DBH,~7.8mm left
B3,210,321,2022,ro,3,62.05,38.0,113.87,127.48,40.60,needs new band 40.6 cm DBH,NA
B3,212,321,2022,rm,2,10.09,13.5,11.71,11.77,,,NA
B3,213,321,2022,rm,1,36.04,14.6,39.61,40.13,,,NA
B3,214,321,2022,yb,1,34.83,16.0,37.10,37.36,,,NA
B3,215,321,2022,rm,2,32.49,19.6,39.10,41.10,,,NA
B3,221,321,2022,rm,1,18.44,24.1,18.32,19.15,,,NA
B3,223,321,2022,ro,4,20.67,50.2,63.63,77.20,,,NA
B3,226,321,2022,ro,1,88.61,24.7,99.21,102.10,25.50,needs new band 25.5 cm DBH,NA
B3,228,321,2022,bo,5,24.46,55.3,56.13,74.51,,,NA
B3,231,321,2022,ro,1,78.06,23.8,92.51,93.98,,,NA
B3,232,321,2022,ro,2,72.39,39.0,109.63,118.69,40.50,needs new band 40.5 cm DBH,NA
B3,814,321,2022,hem,1,13.92,10.2,40.03,44.40,,,NA
B4,253,321,2022,rm,2,17.18,13.4,27.24,29.16,,,NA
B4,255,321,2022,rm,2,20.49,21.8,33.95,37.66,,,NA
B4,256,321,2022,rm,2,43.07,15.5,45.00,45.36,,,"dying, snapped 1/2 way up"
B4,257,321,2022,rm,1,36.59,13.2,38.21,38.34,,,NA
B4,260,321,2022,rm,1,15.33,11.4,17.28,17.20,,,NA
B4,261,321,2022,rm,1,40.71,16.5,48.93,49.71,,,NA
B4,262,321,2022,ro,3,74.92,28.7,121.66,131.66,30.40,needs new band 30.4 cm DBH,NA
B4,264,321,2022,rm,3,19.22,12.7,34.99,35.26,,,"outer hole, bent by fallen tree, but still alive"
B4,271,321,2022,rm,1,49.36,11.7,65.88,66.27,,snapped,"too curved, needs new, but will probably die"
B4,271,321,2022,rm,2,NA,NA,14.13,13.69,,snapped,DBH next if alive
B4,272,321,2022,rm,2,38.92,25.7,83.60,92.30,,,NA
B4,273,321,2022,rm,2,58.31,15.5,71.46,missed this one?,,,NA
B4,276,321,2022,rm,1,47.59,12.5,58.65,60.22,,,also curved over
B4,277,321,2022,ro,3,33.51,28.0,60.04,66.81,,inner hole 41.55 (change Y to N on band),NA
B4,278,321,2022,rm,1,26.26,15.3,27.64,27.82,,,NA
B4,279,321,2022,rm,1,21.85,13.2,22.95,23.01,,,NA
B4,280,321,2022,ro,2,37.28,25.5,46.19,52.48,,,NA
B4,706,321,2022,rm,1,12.86,10.0,13.01,12.82,,,NA
B4,726,321,2022,ro,3,18.49,41.9,42.48,60.30,,,NA
B4,805,321,2022,beech,2,16.18,11.20,16.18,17.45,,,"needs DBH, first measurement"
B4,924,321,2022,beech,1,13.09,10.0,21.94,35.23,,,NA
C1,214,321,2022,bb,3,21.12,13.80,21.12,28.68,,,needs DBH
C1,217,321,2022,hem,2,90.06,34.70,119.41,120.04,,,"line drawn, rm next"
C1,217,321,2022,hem,3,15.47,35.90,15.47,15.40,,,NA
C1,351,321,2022,hem,6,NA,NA,15.86,18.76,,,first measurement
C1,352,321,2022,ro,2,41.51,47.2,68.02,74.46,,,NA
C1,353,321,2022,ro,2,33.75,42.8,61.08,68.67,,,NA
C1,354,321,2022,rm,2,48.76,25.1,54.89,55.90,,,NA
C1,355,321,2022,yb,2,16.41,14.0,35.17,36.88,,,NA
C1,356,321,2022,ro,2,50.68,39.1,79.14,85.23,,,NA
C1,360,321,2022,yb,2,37.31,18.7,43.10,44.30,,,NA
C1,361,321,2022,ro,4,16.06,64.6,33.80,45.21,,,NA
C1,362,321,2022,ro,1,81.01,42.3,92.50,98.78,43.30,"43.3 cm DBH, band very loose",NA
C1,363,321,2022,ro,2,39.46,37.1,72.68,81.85,,,NA
C1,366,321,2022,ro,1,84.48,36.5,105.29,110.25,37.40,needs new band 37.4 cm DBH,NA
C1,367,321,2022,ro,2,48.93,49.6,95.17,105.75,50.80,2x springs needs new band 50.8 cm DBH,NA
C2,291,321,2022,rm,1,52.92,18.8,53.21,53.37,,,NA
C2,378,321,2022,ro,3,50.93,58.7,74.48,87.90,,,NA
C2,379,321,2022,rm,2,15.43,11.4,18.49,18.37,,,NA
C2,380,321,2022,rm,1,50.27,21.6,57.39,58.70,,,NA
C2,382,321,2022,rm,1,38.72,20.6,48.16,49.27,,,NA
C2,385,321,2022,rm,1,32.60,15.9,36.90,37.20,,,NA
C2,386,321,2022,ro,3,42.63,42.0,71.37,77.80,,,NA
C2,388,321,2022,beech,3,48.32,17.1,67.87,71.08,,,bark disease
C2,390,321,2022,ro,3,16.93,54.8,18.60,29.32,,,NA
C2,391,321,2022,ro,2,59.88,49.0,89.66,97.24,,,NA
C2,392,321,2022,ro,3,34.60,60.4,52.37,63.16,,,NA
C2,829,321,2022,yb,2,14.53,12.3,14.98,16.26,,,NA
C2,830,321,2022,hem,2,24.26,13.7,71.29,75.10,,,~12mm left
C2,979,321,2022,rm,1,8.25,9.9,12.27,13.09,,,NA
C3,207,321,2022,hem,3,25.32,15.7,31.78,38.96,,,NA
C3,264,321,2022,hem,3,15.27,15.5,22.00,27.98,,,NA
C3,402,321,2022,rm,2,23.05,32.8,54.06,missed this one?,,,NA
C3,403,321,2022,rm,1,69.29,27.9,81.63,84.54,,,NA
C3,405,321,2022,yb,2,32.05,21.0,52.22,56.71,,,NA
C3,406,321,2022,ash,2,20.77,18.9,39.45,39.89,,,NA
C3,411,321,2022,rm,2,30.02,28.1,61.49,68.74,,,NA
C3,412,321,2022,rm,3,12.63,21.9,22.58,25.50,,,NA
C3,413,321,2022,rm,1,76.86,24.3,91.72,97.45,,,NA
C3,414,321,2022,yb,2,32.96,15.6,46.14,48.79,,,NA
C3,415,321,2022,rm,2,37.95,28.2,66.99,73.09,,,NA
C3,416,321,2022,rm,3,38.77,32.9,67.61,75.99,,,NA
C3,417,321,2022,rm,1,19.87,17.9,24.62,25.13,,,NA
C3,418,321,2022,ash,2,38.17,29.8,58.23,63.17,,,NA
C3,419,321,2022,yb,1,43.75,14.9,50.98,53.39,,,NA
C3,421,321,2022,ash,3,38.42,42.8,65.36,72.58,,,NA
C3,423,321,2022,rm,1,34.82,24.7,39.98,41.12,,,NA
C3,425,321,2022,ash,3,19.42,20.9,21.21,24.85,,,NA
C3,426,321,2022,ash,1,29.05,20.5,33.73,34.58,,,NA
C3,729,321,2022,yb,2,62.83,21.0,94.07,98.58,,,NA
C4,456,321,2022,rm,1,45.52,18.4,49.82,50.37,,,NA
C4,459,321,2022,ro,2,54.86,41.8,86.89,94.30,,,NA
C4,462,321,2022,bo,4,58.63,44.2,109.76,123.30,46.80,needs new band 46.8 cm DBH,NA
C4,465,321,2022,rm,1,65.00,17.3,81.70,83.88,,,NA
C4,466,321,2022,ro,1,72.57,27.5,83.80,86.35,,,NA
C4,469,321,2022,ro,2,36.21,41.0,61.51,65.87,,,NA
C4,474,321,2022,ro,4,12.12,50.6,21.02,37.55,,,NA
C4,484,321,2022,beech,2,31.57,13.3,61.03,67.65,14.70,needs new band 14.7 cm DBH,NA
C4,485,321,2022,beech,2,45.05,30.4,70.24,77.26,,,NA
C4,487,321,2022,rm,1,53.69,23.8,60.34,62.65,,,NA
C4,491,321,2022,rm,2,28.88,30.5,41.11,46.73,,,NA
C4,494,321,2022,rm,2,64.56,28.7,81.74,85.70,,,NA
C4,498,321,2022,rm,1,26.46,20.1,27.34,27.15,,,NA
C4,570,321,2022,beech,2,11.60,11.5,27.35,32.40,,,NA
C5,260,321,2022,beech,4,15.43,14.5,18.99,20.22,,,NA
C5,290,321,2022,beech,3,80.48,15.6,66.19,76.23,,,NA
C5,501,321,2022,bo,3,52.94,37.8,106.57,118.44,40.10,small band 25.22,needs new next time
C5,503,321,2022,gb,2,17.89,18.4,19.30,21.44,,,NA
C5,504,321,2022,ro,2,36.50,17.3,46.79,49.64,,,NA
C5,505,321,2022,rm,2,78.35,23.2,101.13,107.13,,,NA
C5,509,321,2022,rm,2,17.09,16.8,29.58,33.11,,,NA
C5,512,321,2022,rm,2,61.47,15.7,66.45,66.92,,,NA
C5,513,321,2022,ro,3,54.25,30.0,79.76,86.04,,,NA
C5,514,321,2022,rm,3,9.58,15.9,21.38,25.60,,,NA
C5,515,321,2022,ro,2,62.90,25.7,101.32,110.02,27.40,needs new band 27.4 cm DBH,NA
C5,518,321,2022,yb,2,30.31,12.6,42.11,43.08,,,heart rot
C5,519,321,2022,ro,3,60.97,38.4,96.25,106.18,39.80,needs new band 39.8 cm DBH,"spring added, 95.35"
C5,724,321,2022,beech,4,12.62,16.9,24.14,36.95,,,NA
C5,733,321,2022,rm,2,73.23,14.70,73.23,NA,,removed band,rm next if matches
C5,733,321,2022,rm,3,15.43,14.70,15.43,18.59,,,DBH next
C5,831,321,2022,beech,3,22.24,13.7,30.06,40.06,14.70,needs new band 14.7 cm DBH,NA
C5,888,321,2022,rm,1,7.48,13.7,7.76,7.97,,,NA
C5,800,321,2022,beech,1,12.72,10.0,13.14,23.22,,,new recruit
D1,266,321,2022,wp,4,37.86,47.1,58.66,60.97,,,NA
D1,524,321,2022,rm,1,10.47,10.3,16.56,17.95,,,NA
D1,526,321,2022,rm,1,61.89,20.5,81.51,86.53,,,NA
D1,527,321,2022,rm,2,57.87,13.9,69.75,69.69,13.70,needs new band 13.7 cm DBH,NA
D1,529,321,2022,rm,2,15.82,25.5,36.53,41.04,,,NA
D1,530,321,2022,bo,2,27.20,29.9,47.64,50.88,,,NA
D1,531,321,2022,bo,2,57.28,35.3,85.88,92.64,,,NA
D1,532,321,2022,ro,4,62.19,43.2,112.27,124.29,45.20,needs new band 45.2 cm DBH,NA
D1,537,321,2022,rm,2,31.34,14.7,55.37,59.38,,,NA
D1,538,321,2022,ro,3,32.68,54.2,64.88,72.71,,,NA
D1,540,321,2022,rm,2,32.92,12.6,37.30,38.03,,,NA
D1,541,321,2022,rm,1,35.92,12.5,45.71,45.86,,,top snapped off
D1,544,321,2022,ro,2,61.88,35.2,96.89,106.84,,,NA
D1,545,321,2022,rm,2,70.02,15.90,70.02,74.42,,,NA
D1,545,321,2022,rm,3,14.81,15.90,14.81,18.26,,,NA
D1,546,321,2022,ro,3,19.92,52.8,47.66,54.83,,,NA
D1,549,321,2022,rm,1,57.18,13.0,67.14,69.26,13.40,"need new band, 13.4 cm DBH",NA
D1,551,321,2022,wp,1,71.52,22.2,75.54,96.12,,,NA
D1,552,321,2022,rm,1,50.12,12.9,59.11,60.16,,,NA
D1,832,321,2022,hem,4,23.34,16.20,23.34,31.49,,,NA
D2,288,321,2022,hem,5,16.98,24.0,48.47,55.51,,,NA
D2,576,321,2022,rm,1,63.23,18.9,67.25,67.35,,,NA
D2,579,321,2022,yb,1,52.41,12.1,61.66,62.71,12.20,need new band 12.2 cm DBH,NA
D2,580,321,2022,rm,2,15.30,30.2,29.09,32.18,,,NA
D2,582,321,2022,rm,1,40.21,16.8,43.28,44.06,,,NA
D2,583,321,2022,rm,1,59.74,21.9,68.64,70.18,,,NA
D2,587,321,2022,ro,6,37.33,50.5,66.70,79.43,,,NA
D2,588,321,2022,ro,4,63.32,43.6,100.79,109.55,45.60,need new band 45.6 cm DBH,116mm total
D2,590,321,2022,rm,1,28.66,27.6,28.74,29.63,,,NA
D2,592,321,2022,rm,1,38.27,15.1,41.70,42.28,,,NA
D2,594,321,2022,cherry,1,65.30,29.1,71.42,73.04,,,NA
D3,265,321,2022,beech,5,24.36,16.3,36.69,50.35,,,NA
D3,584,321,2022,beech,1,13.57,10.2,26.42,30.44,,,NA
D3,604,321,2022,rm,2,13.93,28.2,37.45,43.67,,,NA
D3,605,321,2022,rm,2,7.44,34.4,21.21,21.56,,,NA
D3,606,321,2022,rm,4,25.81,59.1,42.18,57.78,,,NA
D3,608,321,2022,rm,2,31.73,35.2,51.05,54.72,,,new installed May 11
D3,609,321,2022,rm,2,32.44,33.9,63.15,70.83,,,NA
D3,611,321,2022,rm,2,61.10,21.9,79.22,50.43,,,NA
D3,612,321,2022,rm,1,49.29,22.3,51.32,51.47,,,NA
D3,613,321,2022,ro,6,13.69,75.9,76.98,103.00,,,NA
D3,615,321,2022,ro,3,53.96,24.1,83.90,89.53,,,NA
D3,618,321,2022,rm,2,26.04,29.9,39.99,43.38,,,NA
D3,619,321,2022,rm,1,57.75,14.5,66.57,67.92,,,NA
D4,262,321,2022,rm,4,30.13,16.0,57.10,67.93,,,NA
D4,626,321,2022,rm,2,16.01,27.14,36.71,44.22,,,NA
D4,627,321,2022,cherry,1,71.55,38.4,87.78,90.49,,,tag missing make replacement
D4,628,321,2022,cherry,1,43.92,26.7,49.57,50.43,,,NA
D4,631,321,2022,ash,3,16.85,41.70,22.08,27.69,,,NA
D4,633,321,2022,rm,7,33.48,27.3,77.82,100.31,,,NA
D4,637,321,2022,ash,2,15.42,42.4,19.63,25.49,,,NA
D4,638,321,2022,ash,3,17.97,41.3,26.26,31.83,,,NA
D4,639,321,2022,bo,5,25.38,34.7,56.06,83.17,,,NA
D4,640,321,2022,rm,3,38.88,30.7,89.33,105.86,33.00,need new band 33.0 cm DBH,NA
D4,643,321,2022,cherry,2,15.91,45.1,31.39,36.11,,,"heart rot, fungus"
D4,708,321,2022,rm,1,7.68,10.0,32.79,41.47,,,NA
D4,732,321,2022,rm,3,36.09,16.2,55.46,59.99,,,NA
D4,803,321,2022,rm,1,9.15,10.2,10.14,8.82,,,NA
D4,804,321,2022,rm,1,32.17,10.8,58.55,65.06,12.00,need new band 12 cm DBH,NA
D4,834,321,2022,beech,4,15.83,16.7,29.64,36.04,,,NA
D5,208,321,2022,beech,3,14.24,14.4,49.46,56.78,,,bark disease
D5,261,321,2022,hem,2,28.08,13.5,33.74,33.72,,,canopy decline
D5,652,321,2022,rm,1,87.34,32.8,92.24,92.57,,,NA
D5,654,321,2022,ro,2,21.44,17.3,43.37,50.55,,,NA
D5,658,321,2022,rm,2,30.80,30.4,54.72,60.77,,,NA
D5,664,321,2022,bo,1,39.81,13.5,45.46,46.55,,,NA
D5,665,321,2022,rm,1,30.11,18.8,32.38,32.66,,,NA
D5,667,321,2022,rm,2,26.97,18.2,40.44,44.38,,,NA
D5,669,321,2022,rm,1,53.65,12.1,62.18,64.30,12.80,need new band 12.8 cm DBH,NA
D5,670,321,2022,wb,1,77.49,35.9,91.31,95.37,,,NA
D5,671,321,2022,rm,1,45.60,23.3,50.70,51.75,,,NA
D5,707,321,2022,hem,1,16.32,10.4,59.11,71.17,,,NA
D5,835,321,2022,hem,3,20.13,14.0,74.66,90.00,16.80,too big 16.8 cm DBH,needs new
D5,890,321,2022,hem,2,14.41,12.9,19.07,21.96,,,NA
,,,,,,,,,,,,
E1,209,321,2022,hem,2,69.19,14.20,69.19,75.04,,,NA
E1,209,321,2022,hem,3,13.32,14.20,13.32,16.68,,,first measurement
E1,676,321,2022,ro,2,9.91,50.7,27.97,33.30,,,NA
E1,677,321,2022,hem,3,53.24,30.8,74.53,80.40,,,NA
E1,678,321,2022,hem,2,8.91,17.8,27.59,34.58,,,NA
E1,679,321,2022,rm,2,43.09,47.3,66.98,75.58,,,NA
E1,680,321,2022,yb,1,37.94,17.6,40.59,40.43,,,NA
E1,683,321,2022,rm,2,74.48,39.3,96.75,105.38,40.60,needs new band,NA
E1,684,321,2022,yb,2,24.65,32.2,42.84,42.82,,,leaves withered maybe dying
E1,727,321,2022,yb,2,16.83,13.1,25.45,26.62,,,NA
E1,806,321,2022,hem,1,28.13,11.0,61.77,38.91,,,NA
E1,836,321,2022,hem,2,27.77,13.0,59.58,68.90,,,NA
E1,900,321,2022,hem,1,30.89,11.0,51.20,57.25,,,NA
E1,989,321,2022,hem,1,9.56,10.7,44.15,51.10,,,NA
E2,701,321,2022,rm,1,43.21,17.8,58.94,62.13,,,NA
E2,703,321,2022,ro,2,132.25,43.30,132.25,na,,,NA
E2,703,321,2022,ro,3,23.26,43.30,23.26,34.00,,,NA
E2,705,321,2022,ro,3,13.33,37.4,66.75,34.84,,,NA
E2,710,321,2022,ro,4,22.66,42.9,33.28,52.95,,,NA
E2,712,321,2022,rm,1,39.77,18.1,48.21,52.32,,,NA
E2,713,321,2022,rm,1,59.75,28.5,71.34,77.87,,,NA
E2,719,321,2022,rm,1,63.85,21.3,82.89,88.18,,,NA
E2,720,321,2022,rm,2,21.87,14.7,52.59,61.95,,47.2 at  closer hole,NA
E3,205,321,2022,rm,2,26.11,11.2,33.42,34.07,,,NA
E3,228,321,2022,hem,3,17.47,17.0,46.98,56.58,,,NA
E3,521,321,2022,hem,1,15.84,11.2,40.63,46.24,,,NA
E3,723,321,2022,hem,2,24.44,14.1,37.43,38.66,,,NA
E3,738,321,2022,rm,2,14.98,12.0,20.01,20.13,,,NA
E3,752,321,2022,ro,3,87.36,59.1,136.90,147.24,61.80,needs new band,NA
E3,753,321,2022,ro,3,63.75,49.5,107.13,117.69,51.40,needs new band,NA
E3,756,321,2022,rm,1,87.65,27.0,103.71,106.58,27.40,needs new band,NA
E3,760,321,2022,ro,2,58.28,28.1,93.36,101.39,29.70,needs new band,NA
E3,761,321,2022,ro,2,66.72,37.3,102.86,111.40,,,NA
E3,763,321,2022,ro,2,82.22,42.5,119.11,127.16,44.10,needs new band,~30mm left
E3,764,321,2022,ro,3,40.28,37.5,70.08,78.2,,,NA
E3,765,321,2022,ro,2,49.75,31.2,83.81,91.17,,,NA
E3,766,321,2022,ro,2,75.68,42.8,120.32,130.15,44.80,needs new band,~20mm left
E3,767,321,2022,rm,1,32.51,16.0,34.54,34.55,,,NA
E3,768,321,2022,rm,2,20.07,17.1,25.96,26.15,,,NA
E3,769,321,2022,ro,3,48.24,45.8,112.79,122.50,48.70,had reached end of band,~11mm left
E3,772,321,2022,ro,2,32.22,23.3,38.41,39.59,,,NA
E3,773,321,2022,ro,2,17.73,29.3,23.89,32.13,,,NA
E3,774,321,2022,rm,1,22.47,12.4,23.18,23.35,,,NA
E3,775,321,2022,ro,2,63.96,37.1,105.52,114.95,,,NA
E3,777,321,2022,rm,2,13.09,18.5,29.83,na,19.10,band was damaged,NA
E3,811,321,2022,hem,2,15.51,12.6,22.03,29.79,,,NA
E3,812,321,2022,hem,1,38.78,11.0,63.52,65.94,,,NA
E3,813,321,2022,hem,2,13.30,12.5,18.45,24.50,,,NA
E3,896,321,2022,hem,1,22.59,10.8,39.62,41.46,,,NA
E3,993,321,2022,hem,1,17.54,10.3,50.46,58.49,,,NA
E4,802,321,2022,ro,3,63.08,37.7,83.05,89.00,,,NA
E4,803,321,2022,ro,3,NA,NA,14.78,19.41,,,needs DBH calipers
E4,805,321,2022,wp,3,48.68,48.4,56.19,86.91,,,NA
E4,810,321,2022,rm,2,23.01,26.0,56.19,68.09,,,NA
E4,815,321,2022,ro,3,50.75,32.2,84.39,93.82,,,NA
E4,817,321,2022,rm,2,22.23,12.6,25.49,25.59,,,NA
E4,821,321,2022,rm,2,74.85,30.2,115.94,124.67,31.70,,NA
E4,822,321,2022,rm,1,22.68,12.4,29.52,29.76,,,"Hit by fallen tree, bending over"
E4,827,321,2022,rm,1,28.50,13.0,37.53,38.38,,,NA
E4,830,321,2022,ro,3,72.66,35.6,112.06,122.67,37.35,needs new band,NA
E4,834,321,2022,rm,1,76.96,26.5,91.82,94.49,,,NA
E4,835,321,2022,rm,1,28.48,16.2,32.05,32.35,,,NA
E4,843,321,2022,rm,3,17.66,22.4,26.04,27.65,,,NA
E4,844,321,2022,rm,1,45.42,17.4,48.72,49.26,,,NA
E4,853,321,2022,ro,4,17.45,43.0,24.81,37.13,,,NA
E4,854,321,2022,hem,3,18.59,20.3,24.29,29.26,,,NA
E5,734,321,2022,hem,2,14.82,14.9,21.45,21.49,,,NA
E5,876,321,2022,hem,2,84.10,32.1,87.53,87.92,,,NA
E5,877,321,2022,rm,3,38.28,23.5,55.29,64.82,,,NA
E5,878,321,2022,hem,2,59.76,23.4,73.97,76.23,,,NA
E5,879,321,2022,wp,1,66.83,28.9,74.75,77.17,,,NA
E5,880,321,2022,ro,3,42.14,38.5,69.37,77.11,,,NA
E5,884,321,2022,wp,1,65.15,36.4,68.11,68.54,,,NA
E5,885,321,2022,rm,2,20.37,23.7,31.94,37.38,,,NA
E5,889,321,2022,hem,3,26.74,29.2,48.52,51.98,,,NA
E5,890,321,2022,ro,2,35.36,21.4,83.24,94.07,,,NA
E5,891,321,2022,rm,1,65.69,21.7,77.58,79.60,,,NA
E5,892,321,2022,rm,1,31.29,20.3,35.39,35.70,,,NA
E5,893,321,2022,hem,2,20.44,26.2,24.75,26.13,,,NA
E5,895,321,2022,rm,1,89.90,23.3,111.02,114.91,24.10,new band 24.1 cm,NA
E5,899,321,2022,wp,3,68.26,56.2,110.41,119.39,58.65,"new band, 58.65 (not clear if it is 65 or 05)",NA
E5,900,321,2022,rm,1,45.84,18.2,55.57,58.21,,,NA
E5,901,321,2022,wp,2,14.39,34.3,18.66,20.37,,,NA
E5,902,321,2022,hem,2,30.86,13.7,31.56,30.47,,,dead?
E5,903,321,2022,ro,3,62.56,33.6,110.54,124.34,,,NA
E5,904,321,2022,rm,1,38.45,17.0,43.42,43.63,,,NA
E5,905,321,2022,hem,3,25.68,23.5,34.85,34.90,,,NA
E5,908,321,2022,rm,2,82.31,30.0,125.08,134.70,31.90,new band,NA
E5,909,321,2022,rm,2,37.08,21.8,56.75,63.40,,inner mark is 24.78,NA
E5,910,321,2022,rm,2,14.09,23.2,36.39,43.69,,,NA
E5,911,321,2022,hem,2,27.15,46.2,46.78,48.86,,,NA
E5,992,321,2022,chestnut,1,9.33,10.2,31.14,38.86,,,NA
F1,202,321,2022,hem,3,24.80,16.2,61.38,74.97,,,NA
F1,210,321,2022,hem,2,41.75,12.3,59.07,59.78,,,NA
F1,235,321,2022,hem,2,15.45,12.9,37.39,42.50,,,outer = 54.92
F1,236,321,2022,hem,4,27.18,16.8,40.50,50.91,,,NA
F1,297,321,2022,hem,4,24.37,15.30,53.07,62.70,,,NA
F1,579,321,2022,hem,1,10.19,10.1,14.58,NA,,dead,"dead, no needles (double check if dead)"
